HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.image_url2,Input.image_url3,Input.image_url4,Answer.categories,Approve,Reject
302OLP89D1NBSKLRRP5R8ATUGT3ACS,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:42:11 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:42:11 PDT 2019,,,33PPUNGG3BLILEGBBHGM3IFD2QGRZY,A2A16D2WKN1TXB,Submitted,Mon Mar 11 20:54:09 PDT 2019,Mon Mar 11 20:54:20 PDT 2019,Thu Mar 14 20:54:20 PDT 2019,,,,11,0% (0/0),0% (0/0),0% (0/0),grape_juice,crackers,potato_chips,jelly,Bottom
302OLP89D1NBSKLRRP5R8ATUGT4ACT,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:43:06 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:43:06 PDT 2019,,,3X31TUMD702ANK0QYMAYPCM2JJGL1F,A3S5DWMCT53P8,Submitted,Mon Mar 11 20:56:05 PDT 2019,Mon Mar 11 20:56:16 PDT 2019,Thu Mar 14 20:56:16 PDT 2019,,,,11,0% (0/0),0% (0/0),0% (0/0),cereal_2,orange_juice,onion,bread,Bottom
302OLP89D1NBSKLRRP5R8ATUGT4CAV,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:42:58 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:42:58 PDT 2019,,,3SPJ033424J1I0NT7Q5UNKKKMFKJY9,A14EEWC3KEF63G,Submitted,Mon Mar 11 20:55:49 PDT 2019,Mon Mar 11 20:55:56 PDT 2019,Thu Mar 14 20:55:56 PDT 2019,,,,7,0% (0/0),0% (0/0),0% (0/0),orange_juice,grape_juice,corn,jelly,Top
302OLP89D1NBSKLRRP5R8ATUGT6ACV,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:44:43 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:44:43 PDT 2019,,,3QAPZX2QN7T4F9T0SXOTWB4J8RM025,A68GJAIMLPER9,Submitted,Mon Mar 11 20:59:10 PDT 2019,Mon Mar 11 21:04:13 PDT 2019,Thu Mar 14 21:04:13 PDT 2019,,,,303,0% (0/0),0% (0/0),0% (0/0),coke,apple,cereal_2,coke,Bottom
302OLP89D1NBSKLRRP5R8ATUGT6CAX,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:44:41 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:44:41 PDT 2019,,,3RXPCZQMQSRU1SMPNVDICKHUN2X1GS,APUPF3D94XYUQ,Submitted,Mon Mar 11 20:59:00 PDT 2019,Mon Mar 11 20:59:05 PDT 2019,Thu Mar 14 20:59:05 PDT 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),grape_juice,onion,jelly,corn,Middle
302OLP89D1NBSKLRRP5R8ATUGTYACN,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:38:01 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:38:01 PDT 2019,,,3TR2532VISAZZGDN17A24T0RN5IJ60,ARXJV1OFP2LE6,Submitted,Mon Mar 11 20:39:47 PDT 2019,Mon Mar 11 20:39:58 PDT 2019,Thu Mar 14 20:39:58 PDT 2019,,,,11,0% (0/0),0% (0/0),0% (0/0),orange,potato_chips,grape_juice,bread,Bottom
302OLP89D1NBSKLRRP5R8ATUGTYCAP,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:37:53 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:37:53 PDT 2019,,,3RJSC4XJ13AWE6CNAGQRUI7VS1405X,A22RHH2RPR3QIN,Submitted,Mon Mar 11 20:45:36 PDT 2019,Mon Mar 11 20:45:52 PDT 2019,Thu Mar 14 20:45:52 PDT 2019,,,,16,0% (0/0),0% (0/0),0% (0/0),orange_juice,potato_chips,grape_juice,onion,Middle
302OLP89D1NBSKLRRP5R8ATUGTZCAQ,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:38:40 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:38:40 PDT 2019,,,3U088ZLJVN9QRPR76HD0KIK8CY70WD,AIMQM6JSZG5IM,Submitted,Mon Mar 11 20:44:26 PDT 2019,Mon Mar 11 20:44:31 PDT 2019,Thu Mar 14 20:44:31 PDT 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),jelly,bread,coke,jelly,Bottom
302U8RURJ1HEBCLGRA51K81J07DNVJ,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:38:10 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:38:10 PDT 2019,,,32Q90QCQ1V1YNFCKPATCHWSHJS6KEL,A3NGR2VYTA4TVU,Submitted,Mon Mar 11 20:41:07 PDT 2019,Mon Mar 11 20:41:26 PDT 2019,Thu Mar 14 20:41:26 PDT 2019,,,,19,0% (0/0),0% (0/0),0% (0/0),bread,apple,orange_juice,coke,Top
302U8RURJ1HEBCLGRA51K81J07DVNR,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:38:17 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:38:17 PDT 2019,,,3OVHNO1VE9HOK4X6TGL2YTY9NPJZDU,A36Z98LFRR041Q,Submitted,Mon Mar 11 20:44:54 PDT 2019,Mon Mar 11 20:45:29 PDT 2019,Thu Mar 14 20:45:29 PDT 2019,,,,35,0% (0/0),0% (0/0),0% (0/0),orange,crackers,onion,coke,Bottom
302U8RURJ1HEBCLGRA51K81J07EVNS,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:39:15 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:39:15 PDT 2019,,,37TD41K0AKPHE05EYSWJIUJOFA9CS4,A1WRRA4M8V9T8V,Submitted,Mon Mar 11 20:47:02 PDT 2019,Mon Mar 11 20:47:11 PDT 2019,Thu Mar 14 20:47:11 PDT 2019,,,,9,0% (0/0),0% (0/0),0% (0/0),grape_juice,orange_juice,potato_chips,cereal_2,Top
302U8RURJ1HEBCLGRA51K81J07FNVL,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:39:57 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:39:57 PDT 2019,,,3PJUZCGDJ9WXXIJ28AGNZDIFXV098L,A1HNR6OIRFCEHS,Submitted,Mon Mar 11 20:47:59 PDT 2019,Mon Mar 11 20:48:10 PDT 2019,Thu Mar 14 20:48:10 PDT 2019,,,,11,0% (0/0),0% (0/0),0% (0/0),orange_juice,potato_chips,cereal_2,bread,Middle
302U8RURJ1HEBCLGRA51K81J07FVNT,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:40:04 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:40:04 PDT 2019,,,3IHR8NYAMAHH64C7DWM74R2P0DMP4P,A23WTODPHXZ68Y,Submitted,Mon Mar 11 20:48:36 PDT 2019,Mon Mar 11 21:07:33 PDT 2019,Thu Mar 14 21:07:33 PDT 2019,,,,1137,0% (0/0),0% (0/0),0% (0/0),grape_juice,orange_juice,orange,jelly,Top
302U8RURJ1HEBCLGRA51K81J07GNVM,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:40:49 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:40:49 PDT 2019,,,3QIYRE09Y6X0BK3BAZQD24QROECN1F,A34AQDMF5GVHVY,Submitted,Mon Mar 11 20:50:14 PDT 2019,Mon Mar 11 20:50:29 PDT 2019,Thu Mar 14 20:50:29 PDT 2019,,,,15,0% (0/0),0% (0/0),0% (0/0),potato_chips,coke,potato_chips,onion,Middle
302U8RURJ1HEBCLGRA51K81J07GVNU,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:40:49 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:40:49 PDT 2019,,,3Z7EFSHGNCUPAHRDS226H20GUPECXF,A2A16D2WKN1TXB,Submitted,Mon Mar 11 20:51:41 PDT 2019,Mon Mar 11 20:51:49 PDT 2019,Thu Mar 14 20:51:49 PDT 2019,,,,8,0% (0/0),0% (0/0),0% (0/0),coke,crackers,onion,orange_juice,Bottom
302U8RURJ1HEBCLGRA51K81J07HNVN,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:41:40 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:41:40 PDT 2019,,,3DBQWDE4Y9EZZ24UBMSP5U380UKN50,AXDO88EAF2SKI,Submitted,Mon Mar 11 20:54:33 PDT 2019,Mon Mar 11 20:54:37 PDT 2019,Thu Mar 14 20:54:37 PDT 2019,,,,4,0% (0/0),0% (0/0),0% (0/0),onion,crackers,onion,coke,Middle
302U8RURJ1HEBCLGRA51K81J07HVNV,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:41:42 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:41:42 PDT 2019,,,3I33IC7ZWII0GMRIKZLMLHGWHDTA21,A399B3HHN9ZENF,Submitted,Mon Mar 11 20:52:58 PDT 2019,Mon Mar 11 20:53:08 PDT 2019,Thu Mar 14 20:53:08 PDT 2019,,,,10,0% (0/0),0% (0/0),0% (0/0),orange,cereal_2,orange,corn,Middle
302U8RURJ1HEBCLGRA51K81J07IVNW,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:42:32 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:42:32 PDT 2019,,,38F5OAUN5QSMCAW2WHC9YUK85O6H70,A25HIGKP9TP1X8,Submitted,Mon Mar 11 20:54:22 PDT 2019,Mon Mar 11 20:54:30 PDT 2019,Thu Mar 14 20:54:30 PDT 2019,,,,8,0% (0/0),0% (0/0),0% (0/0),jelly,crackers,apple,corn,Middle
302U8RURJ1HEBCLGRA51K81J07JNVP,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:43:17 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:43:17 PDT 2019,,,373ERPL3YROMZ27C5PR4HUEWHUWTRM,A1T8UW1KDV30W8,Submitted,Mon Mar 11 20:56:22 PDT 2019,Mon Mar 11 20:56:39 PDT 2019,Thu Mar 14 20:56:39 PDT 2019,,,,17,0% (0/0),0% (0/0),0% (0/0),bread,cereal_2,crackers,corn,Middle
302U8RURJ1HEBCLGRA51K81J07JVNX,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:43:20 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:43:20 PDT 2019,,,3ZOTGHDK5LRINP2HOX5ADUD54OZSOO,A1ZNO22R0CI05Q,Submitted,Mon Mar 11 20:57:20 PDT 2019,Mon Mar 11 20:58:11 PDT 2019,Thu Mar 14 20:58:11 PDT 2019,,,,51,0% (0/0),0% (0/0),0% (0/0),bread,jelly,orange_juice,onion,Top
302U8RURJ1HEBCLGRA51K81J07KNVQ,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:44:15 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:44:15 PDT 2019,,,3EF8EXOTT4B4SUCQV1YL9X9AFUD1JV,A3C2VK56SEKI4G,Submitted,Mon Mar 11 20:57:45 PDT 2019,Mon Mar 11 20:57:50 PDT 2019,Thu Mar 14 20:57:50 PDT 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),onion,apple,bread,potato_chips,Top
302U8RURJ1HEBCLGRA51K81J07KVNY,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:44:13 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:44:13 PDT 2019,,,35DR22AR5G01XHVUZ9R5OZWMOC5X36,A2FX59BFPTTIM0,Submitted,Mon Mar 11 20:57:49 PDT 2019,Mon Mar 11 20:59:36 PDT 2019,Thu Mar 14 20:59:36 PDT 2019,,,,107,0% (0/0),0% (0/0),0% (0/0),potato_chips,orange_juice,grape_juice,coke,Bottom
304QEQWKZR0G0WKCPSHPE4BYWL5O07,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:38:12 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:38:12 PDT 2019,,,30JNVC0ORC0WIS1HSGLFYL13AEQQHZ,AD1HW7IUDT5FS,Submitted,Mon Mar 11 20:41:26 PDT 2019,Mon Mar 11 20:41:31 PDT 2019,Thu Mar 14 20:41:31 PDT 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),cereal_2,cereal_2,bread,corn,Top
304QEQWKZR0G0WKCPSHPE4BYWL60OK,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:38:19 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:38:19 PDT 2019,,,3IOEN3P9SAZS4ZXJBI4W0T45TOK16G,A291KO368YRYCR,Submitted,Mon Mar 11 20:44:33 PDT 2019,Mon Mar 11 20:50:11 PDT 2019,Thu Mar 14 20:50:11 PDT 2019,,,,338,0% (0/0),0% (0/0),0% (0/0),jelly,onion,orange,cereal_2,Bottom
304QEQWKZR0G0WKCPSHPE4BYWL6O08,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:39:07 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:39:07 PDT 2019,,,3B3WTRP3DEIMB3HDST7MPM5CBV829B,A23WTODPHXZ68Y,Submitted,Mon Mar 11 20:48:24 PDT 2019,Mon Mar 11 21:06:57 PDT 2019,Thu Mar 14 21:06:57 PDT 2019,,,,1113,0% (0/0),0% (0/0),0% (0/0),jelly,corn,potato_chips,orange,Middle
304QEQWKZR0G0WKCPSHPE4BYWL70OL,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:39:09 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:39:09 PDT 2019,,,3TOK3KHVJWYW4RIP0U7ZI3H9HAEO7P,A3GB484GP22BR0,Submitted,Mon Mar 11 20:46:00 PDT 2019,Mon Mar 11 20:46:05 PDT 2019,Thu Mar 14 20:46:05 PDT 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),cereal_2,apple,orange_juice,crackers,Bottom
304QEQWKZR0G0WKCPSHPE4BYWL80OM,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:39:59 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:39:59 PDT 2019,,,33PPO7FECYV2PE8WTCXGYYVJRCKDIE,A36Z98LFRR041Q,Submitted,Mon Mar 11 20:48:40 PDT 2019,Mon Mar 11 20:48:47 PDT 2019,Thu Mar 14 20:48:47 PDT 2019,,,,7,0% (0/0),0% (0/0),0% (0/0),bread,apple,crackers,grape_juice,Middle
